instrument1,instrument2,common_cause1,common_cause2,common_cause3,common_cause4,common_cause5,treatment,outcome
1.0,0.7738193102669265,0.3986629400889201,2.942002609514357,-0.716045637810784,-1.8348524055996978,-0.4108135114599485,True,13.174084038515238
0.0,0.7231359614146109,1.7352787318534288,2.6571731253842423,1.0500963857885175,0.8120423501352707,0.20575597163256343,True,34.66025308167863
1.0,0.3422492105516909,0.5362464606856843,0.5445017994117416,0.7067615056260697,0.40693402096006603,-1.0285175255862244,True,13.958184857933528
1.0,0.0011603067889291996,-0.5377911605369352,0.5927397585212066,0.9917813826584442,0.45607065977709893,-1.4350043562637553,True,11.086647169182882
0.0,0.5196308090405003,0.5963288992901867,2.0517816872755184,1.3886929238128856,-0.33437399518493427,-0.9158421014931262,True,22.497587053081944
0.0,0.07858569856178887,-1.7116601118300683,0.7581978108693431,0.7964132199154146,-0.5089347309946026,-1.8519403757274318,False,-6.88242643225721
1.0,0.7892699800673908,-0.10706988248810648,-0.35965766728511195,-0.7992924162552084,-1.0612273031179116,-0.6283995008517416,True,-1.6568303135965827
1.0,0.7352580810271195,0.3526150830818766,0.3635208132607386,0.05766436278870796,0.22214836517288072,0.22366031420245824,True,14.422975479474907
1.0,0.4874085644618633,1.0088996340167495,0.8513105514662275,1.5628625994050482,-0.5662278301130476,0.33462759329754466,True,24.14076326168918
1.0,0.5896429508126831,2.588861196884314,0.03933114468958265,-0.04533110914831967,0.05981744592093541,-1.141749696784004,True,11.92595462833392
1.0,0.42967999001328816,0.02359374448173135,0.5252085641342841,0.5284694749451331,-0.23960033174497966,-2.818583174211976,True,1.8603513460540313
0.0,0.3709499120901518,-1.1272791286417485,0.4180182409430634,0.9613368923745136,0.03484541152194287,-1.1324670953717968,False,-1.2219902028599554
1.0,0.965011695541519,-0.5644019247782721,-0.7164925025732538,1.0472447668179945,-0.11338198596697965,-0.9321212984548068,True,6.217968994183594
1.0,0.6811438723430336,-0.4015273966805297,0.49467372301444545,-0.19806796970026924,-2.060728537642709,-1.4446437061239807,True,-2.1702652103955504
1.0,0.22907912157494803,0.34041779777780534,0.3869586655484969,0.23798923320927423,-0.6391816410135734,-3.0368511165078265,True,-1.4605136696840013
0.0,0.10381614758453905,-0.8171239579177566,1.1773025031001576,-0.9172854644640991,-0.7610821650843655,-1.0058529903869498,False,-8.284115112766475
1.0,0.08841902714847738,-0.22103530398865123,1.6796325963787813,-0.17540731337084087,0.8673593916282349,-1.1422519382447938,True,13.243479690415128
1.0,0.9196220932265253,-1.064274263820073,2.226273678677676,-0.04727799610957889,1.4930269803446643,1.2011770098309915,True,26.176232288347933
1.0,0.8469090748365073,-0.5144138005827155,0.5824604391663826,0.1301688126044851,0.1936711693504346,-0.27203699207272647,True,11.192378655640859
0.0,0.6272370492835241,0.10023283905654068,0.7280139370152952,1.046748350784685,-0.17239602958675698,-4.137630337871201,False,-10.105390677934789
1.0,0.7241369275294729,0.46633635567011,0.9291250691832444,-0.8305202863414005,-0.7966443644486937,-1.5462046199852395,True,1.9780134365053623
0.0,0.05679256156217727,2.3326820079879957,0.5559457294763824,-0.17501166501281196,-2.569542990824924,-2.8644172106151395,False,-12.247930018613392
0.0,0.25100204550949456,-0.8537627851988131,0.0925497456475225,0.7678770143817357,-1.0135135285508556,-1.733643367870628,True,1.4443403199158276
0.0,0.6969743086237378,0.8481330016611177,2.0373941920699545,0.2722468355020756,-0.5444450269776784,-1.3707148863914929,True,14.842898838066006
1.0,0.20977023880720358,0.7038108758398057,0.8586957386007681,0.11155177502961319,-0.2880468672818672,-0.4395514957540446,True,13.396444383464427
1.0,0.4870370972373411,2.027993283421522,1.4263440625254487,-0.7472805092428441,0.29991655442761,-0.8467665103165978,True,14.91538415850427
1.0,0.7395995933519215,-2.2746959283046735,1.9416622888665347,0.8447238888551888,0.45105450293928995,-1.1087500153591878,True,13.048367141498021
1.0,0.5815281895328396,1.7727233967328846,1.1284391565788894,-0.5371036859951781,0.503654925448443,-2.1187718300674074,True,8.948829924987054
0.0,0.35742106482592884,0.23585006224581012,1.330826627930134,0.24089663942741738,-1.6704481374392988,-1.8505744980898384,False,-5.315686481208604
1.0,0.40431637073107574,0.8288742411008059,-0.2227071509948526,0.8102104430382312,0.5661357168957074,0.9320326774840746,True,21.035232749432875
1.0,0.23759797994548426,1.2821593344493514,1.2879074396277979,0.6366558876332697,0.30547764228820695,0.18168617090278372,False,13.87808785627793
1.0,0.9467887715700246,-0.0812054091570226,1.7157313491989152,0.7403185842745487,0.7002857822900099,-0.9567587959816968,True,18.728902122246915
1.0,0.5506202976344948,-0.4585508537990953,2.192308398012236,0.5648015274078224,1.0911894412321965,-0.3831406752171701,True,22.557702335096046
1.0,0.440123701274421,-0.8452007668966816,1.1035344096066548,0.9440190015876098,1.1560438511097915,-1.0038685600834514,True,16.165357944007784
0.0,0.3141763003693606,0.3866668289156061,0.6307282930707205,-1.1497410881776902,-1.593341235061256,-1.505256644311734,False,-13.212506736014223
1.0,0.920796650008187,0.6405982839002248,-0.28851235710534096,-0.13075399979210972,1.8891746521652495,-2.3876745519516467,True,4.600735032564947
1.0,0.5621546918444874,0.06475131567074105,-0.6173938671560055,-0.7296126726360834,-0.6504768398802019,-1.3329637823044105,True,-3.9342876508218314
1.0,0.5863329725829197,-0.540436140568472,0.5402719632266535,-1.0031751499955497,1.8258559175715865,-0.7218875976118774,True,7.849148089509928
1.0,0.25728598737020947,-0.5776011092351319,0.720104630565346,-1.0894045601217524,-0.7232873872565151,-1.5074513539607852,True,-2.6383212573904373
0.0,0.16270043343613205,-0.11009220866249755,0.47611968430143514,0.3078228383481533,-1.3868978328290136,-0.7136695040940269,False,-3.755450248355539
1.0,0.9886364585557376,0.7864272757720624,0.23584867693476053,0.5927262362363592,-0.44721506732165306,-0.15894615165435522,True,14.130411816828314
1.0,0.3855398471867588,0.0013851653018153998,1.712274458111096,-0.16356453319789932,0.8638595948826964,-0.7836557924311575,True,15.603866257542784
0.0,0.6214075476517508,-2.931048468650735,0.7793410941350984,-1.2238729236905719,-1.2815726400862573,-1.1219893712428701,False,-19.14789933745148
0.0,0.4206966328237073,-0.3611295399878768,-0.04861467214056914,-1.5246957902833949,-0.45791803591415947,0.528909117537536,False,-7.829461741812626
1.0,0.9486194676809605,0.10411065222681415,-0.13354123365007053,-0.19172737043083415,-0.4740227916537543,-0.9339557489824323,True,3.24705188009
0.0,0.44714417751326463,0.2746553121878003,1.3119844739629012,1.7301068921787846,-1.3680069319410646,-2.4132793504511136,True,10.58759702184734
1.0,0.6297298521754716,0.9911409743329243,1.934037062957913,-0.34147092424573433,0.08615726178052568,0.29448494534610714,True,20.85911760777217
0.0,0.04361958036464331,-1.842423397847321,-0.039018112027915386,0.33155076156005225,-3.792370798639984,-1.5646746099367639,False,-21.09904393143199
1.0,0.8678070585414538,-2.246790692536256,0.14757323607810569,-0.8337419028418089,-0.5512043526898429,0.05122659267558527,True,-0.872077460333049
1.0,0.9786410287506709,0.34776336572770994,1.1109062596165111,1.8683435098804952,-0.8994706915253011,-0.3620815565769314,True,21.00567947732028
1.0,0.007457098364918702,-2.0539905970060004,1.194598983817902,0.4335523557787333,-0.06062546331906318,-1.4617782330228377,True,5.320962075659636
1.0,0.09194543260377985,0.4763831605718163,-1.4037339681866203,0.7855180707924767,0.05645767852443262,-0.809671150998051,True,5.716194419324531
1.0,0.772692359122726,-0.3400215742235022,1.320817671851655,1.0082651951760426,-1.3979821069418508,-1.7266768838888367,False,-1.688946149476108
1.0,0.22053960742899548,1.4386394190121943,1.9681464764054577,-2.0319610721348056,0.7671055879595448,-0.896241038100339,True,10.328502984778263
0.0,0.1605291384929196,-0.6995687516872361,2.8237200222435304,1.743367784704734,-0.23520966498191948,-0.4947610254459752,True,26.344023623425215
